object_id,api_supplier_risk,campaign_flag,client_type,criticality,deviation_type,dosage_form,dosage_specialization,due_date,equipment_type,expiry_date,lab_id,line,line_id,market,material_type,planned_qty,plant,priority,product_code,requested_qty,sample_type,supplier_risk,uom
MO00329,,,,,,,,2024-04-29T08:00:00,,,,,,ES,,,,,,74216,,,
MO00330,,,,,,,,2024-04-23T08:00:00,,,,,,ES,,,,,,6749,,,
MO00331,,,,,,,,2024-08-20T08:00:00,,,,,,DE,,,,,,85330,,,
MO00332,,,,,,,,2023-02-13T08:00:00,,,,,,PT,,,,,,6662,,,
MO00333,,,,,,,,2024-08-16T08:00:00,,,,,,IT,,,,,,16976,,,
MO00334,,,,,,,,2023-03-05T08:00:00,,,,,,ES,,,,,,25039,,,
MO00335,,,,,,,,2024-02-17T08:00:00,,,,,,FR,,,,,,20056,,,
MO00336,,,,,,,,2024-05-20T08:00:00,,,,,,DE,,,,,,61616,,,
MO00337,,,,,,,,2023-08-09T08:00:00,,,,,,IT,,,,,,46546,,,
MO00338,,,,,,,,2023-08-19T08:00:00,,,,,,ES,,,,,,58855,,,
MO00339,,,,,,,,2023-07-11T08:00:00,,,,,,DE,,,,,,86186,,,
MO00340,,,,,,,,2023-11-13T08:00:00,,,,,,UK,,,,,,38634,,,
MO00341,,,,,,,,2023-03-01T08:00:00,,,,,,DE,,,,,,51577,,,
MO00342,,,,,,,,2023-12-27T08:00:00,,,,,,IT,,,,,,61946,,,
MO00343,,,,,,,,2024-07-24T08:00:00,,,,,,DE,,,,,,64832,,,
MO00344,,,,,,,,2023-05-10T08:00:00,,,,,,PT,,,,,,80682,,,
MO00345,,,,,,,,2024-10-30T08:00:00,,,,,,DE,,,,,,53682,,,
MO00346,,,,,,,,2024-08-01T08:00:00,,,,,,FR,,,,,,86624,,,
MO00347,,,,,,,,2024-06-16T08:00:00,,,,,,PT,,,,,,66119,,,
MO00348,,,,,,,,2024-12-13T08:00:00,,,,,,DE,,,,,,94230,,,
MO00349,,,,,,,,2023-06-16T08:00:00,,,,,,ES,,,,,,45293,,,
MO00350,,,,,,,,2024-06-26T08:00:00,,,,,,DE,,,,,,99066,,,
MO00351,,,,,,,,2023-11-29T08:00:00,,,,,,ES,,,,,,70170,,,
MO00352,,,,,,,,2023-05-27T08:00:00,,,,,,FR,,,,,,25796,,,
MO00353,,,,,,,,2023-08-15T08:00:00,,,,,,FR,,,,,,5164,,,
MO00354,,,,,,,,2024-03-29T08:00:00,,,,,,IT,,,,,,32983,,,
MO00355,,,,,,,,2023-05-19T08:00:00,,,,,,ES,,,,,,6450,,,
MO00356,,,,,,,,2023-08-10T08:00:00,,,,,,DE,,,,,,47211,,,
MO00357,,,,,,,,2023-10-08T08:00:00,,,,,,FR,,,,,,28183,,,
MO00358,,,,,,,,2023-05-22T08:00:00,,,,,,FR,,,,,,86700,,,
MO00359,,,,,,,,2024-11-13T08:00:00,,,,,,DE,,,,,,22529,,,
MO00360,,,,,,,,2023-05-13T08:00:00,,,,,,ES,,,,,,39614,,,
MO00361,,,,,,,,2023-09-05T08:00:00,,,,,,IT,,,,,,82109,,,
MO00362,,,,,,,,2024-01-01T08:00:00,,,,,,UK,,,,,,80061,,,
MO00363,,,,,,,,2023-11-25T08:00:00,,,,,,FR,,,,,,71982,,,
MO00364,,,,,,,,2024-06-09T08:00:00,,,,,,FR,,,,,,6955,,,
MO00365,,,,,,,,2024-07-06T08:00:00,,,,,,ES,,,,,,95382,,,
MO00366,,,,,,,,2024-04-16T08:00:00,,,,,,DE,,,,,,58802,,,
MO00367,,,,,,,,2023-02-26T08:00:00,,,,,,ES,,,,,,84513,,,
MO00368,,,,,,,,2024-01-04T08:00:00,,,,,,FR,,,,,,98806,,,
MO00369,,,,,,,,2023-11-02T08:00:00,,,,,,ES,,,,,,90085,,,
MO00370,,,,,,,,2024-11-30T08:00:00,,,,,,PT,,,,,,11658,,,
MO00371,,,,,,,,2023-09-26T08:00:00,,,,,,FR,,,,,,33627,,,
MO00372,,,,,,,,2024-09-04T08:00:00,,,,,,ES,,,,,,37390,,,
MO00373,,,,,,,,2023-03-08T08:00:00,,,,,,FR,,,,,,54982,,,
MO00374,,,,,,,,2024-05-29T08:00:00,,,,,,DE,,,,,,96441,,,
MO00375,,,,,,,,2024-12-26T08:00:00,,,,,,FR,,,,,,11911,,,
MO00376,,,,,,,,2023-05-01T08:00:00,,,,,,IT,,,,,,31408,,,
MO00377,,,,,,,,2024-12-19T08:00:00,,,,,,ES,,,,,,52345,,,
MO00378,,,,,,,,2024-06-15T08:00:00,,,,,,UK,,,,,,59107,,,
MO00379,,,,,,,,2023-07-29T08:00:00,,,,,,IT,,,,,,94607,,,
MO00380,,,,,,,,2024-04-12T08:00:00,,,,,,FR,,,,,,70907,,,
MO00381,,,,,,,,2023-06-15T08:00:00,,,,,,DE,,,,,,74725,,,
MO00382,,,,,,,,2023-02-26T08:00:00,,,,,,IT,,,,,,35707,,,
MO00383,,,,,,,,2024-02-20T08:00:00,,,,,,ES,,,,,,97753,,,
MO00384,,,,,,,,2023-03-29T08:00:00,,,,,,ES,,,,,,71043,,,
MO00385,,,,,,,,2024-12-18T08:00:00,,,,,,FR,,,,,,9510,,,
MO00386,,,,,,,,2024-04-23T08:00:00,,,,,,FR,,,,,,73644,,,
MO00387,,,,,,,,2023-07-11T08:00:00,,,,,,PT,,,,,,40979,,,
MO00388,,,,,,,,2024-12-21T08:00:00,,,,,,IT,,,,,,32679,,,
MO00389,,,,,,,,2024-01-28T08:00:00,,,,,,DE,,,,,,6002,,,
MO00390,,,,,,,,2024-02-01T08:00:00,,,,,,DE,,,,,,69628,,,
MO00391,,,,,,,,2024-01-06T08:00:00,,,,,,DE,,,,,,14535,,,
MO00392,,,,,,,,2024-10-28T08:00:00,,,,,,UK,,,,,,57696,,,
MO00393,,,,,,,,2023-07-10T08:00:00,,,,,,PT,,,,,,34484,,,
MO00394,,,,,,,,2024-09-14T08:00:00,,,,,,FR,,,,,,84826,,,
MO00395,,,,,,,,2024-08-13T08:00:00,,,,,,ES,,,,,,97033,,,
MO00396,,,,,,,,2024-07-03T08:00:00,,,,,,ES,,,,,,26353,,,
MO00397,,,,,,,,2024-10-15T08:00:00,,,,,,UK,,,,,,5897,,,
MO00398,,,,,,,,2023-04-27T08:00:00,,,,,,ES,,,,,,78869,,,
MO00399,,,,,,,,2023-03-01T08:00:00,,,,,,IT,,,,,,66582,,,
MO00400,,,,,,,,2024-07-22T08:00:00,,,,,,ES,,,,,,80416,,,
MO00401,,,,,,,,2024-05-19T08:00:00,,,,,,FR,,,,,,68894,,,
MO00402,,,,,,,,2024-05-12T08:00:00,,,,,,UK,,,,,,20158,,,
MO00403,,,,,,,,2024-03-20T08:00:00,,,,,,PT,,,,,,49046,,,
MO00404,,,,,,,,2024-01-03T08:00:00,,,,,,IT,,,,,,72993,,,
MO00405,,,,,,,,2024-04-23T08:00:00,,,,,,UK,,,,,,78529,,,
MO00406,,,,,,,,2023-06-05T08:00:00,,,,,,IT,,,,,,62258,,,
MO00407,,,,,,,,2024-05-06T08:00:00,,,,,,FR,,,,,,15512,,,
MO00408,,,,,,,,2023-11-16T08:00:00,,,,,,IT,,,,,,98640,,,
MO00409,,,,,,,,2023-12-15T08:00:00,,,,,,UK,,,,,,38844,,,
MO00410,,,,,,,,2024-02-21T08:00:00,,,,,,ES,,,,,,50290,,,
MO00411,,,,,,,,2023-11-19T08:00:00,,,,,,DE,,,,,,63947,,,
MO00412,,,,,,,,2024-01-09T08:00:00,,,,,,FR,,,,,,68080,,,
MO00413,,,,,,,,2023-08-07T08:00:00,,,,,,PT,,,,,,74195,,,
MO00414,,,,,,,,2023-04-17T08:00:00,,,,,,DE,,,,,,74851,,,
MO00415,,,,,,,,2024-08-04T08:00:00,,,,,,FR,,,,,,24065,,,
MO00416,,,,,,,,2023-02-14T08:00:00,,,,,,ES,,,,,,71288,,,
MO00417,,,,,,,,2024-10-22T08:00:00,,,,,,ES,,,,,,28715,,,
MO00418,,,,,,,,2024-01-26T08:00:00,,,,,,UK,,,,,,52981,,,
MO00419,,,,,,,,2024-12-14T08:00:00,,,,,,PT,,,,,,40750,,,
MO00420,,,,,,,,2024-05-03T08:00:00,,,,,,DE,,,,,,46531,,,
MO00421,,,,,,,,2023-07-20T08:00:00,,,,,,FR,,,,,,47563,,,
MO00422,,,,,,,,2023-03-07T08:00:00,,,,,,IT,,,,,,39551,,,
MO00423,,,,,,,,2023-12-08T08:00:00,,,,,,IT,,,,,,19168,,,
MO00424,,,,,,,,2023-04-26T08:00:00,,,,,,UK,,,,,,79835,,,
MO00425,,,,,,,,2023-03-14T08:00:00,,,,,,FR,,,,,,19105,,,
MO00426,,,,,,,,2024-02-15T08:00:00,,,,,,DE,,,,,,61541,,,
MO00427,,,,,,,,2023-12-15T08:00:00,,,,,,FR,,,,,,70318,,,
MO00428,,,,,,,,2024-01-30T08:00:00,,,,,,ES,,,,,,39379,,,
MO00429,,,,,,,,2023-12-25T08:00:00,,,,,,IT,,,,,,37944,,,
MO00430,,,,,,,,2023-04-09T08:00:00,,,,,,DE,,,,,,32663,,,
MO00431,,,,,,,,2024-09-10T08:00:00,,,,,,UK,,,,,,28305,,,
MO00432,,,,,,,,2024-07-24T08:00:00,,,,,,ES,,,,,,36173,,,
MO00433,,,,,,,,2023-12-23T08:00:00,,,,,,FR,,,,,,60351,,,
MO00434,,,,,,,,2024-09-22T08:00:00,,,,,,ES,,,,,,25065,,,
MO00435,,,,,,,,2023-08-08T08:00:00,,,,,,DE,,,,,,64099,,,
MO00436,,,,,,,,2023-06-14T08:00:00,,,,,,PT,,,,,,81316,,,
MO00437,,,,,,,,2023-08-18T08:00:00,,,,,,IT,,,,,,34372,,,
MO00438,,,,,,,,2024-12-01T08:00:00,,,,,,IT,,,,,,9265,,,
MO00439,,,,,,,,2024-01-23T08:00:00,,,,,,ES,,,,,,83519,,,
MO00440,,,,,,,,2023-09-11T08:00:00,,,,,,ES,,,,,,14103,,,
MO00441,,,,,,,,2023-04-26T08:00:00,,,,,,UK,,,,,,84512,,,
MO00442,,,,,,,,2023-06-29T08:00:00,,,,,,UK,,,,,,29181,,,
MO00443,,,,,,,,2024-04-18T08:00:00,,,,,,FR,,,,,,62682,,,
MO00444,,,,,,,,2024-08-19T08:00:00,,,,,,ES,,,,,,51022,,,
MO00445,,,,,,,,2024-01-21T08:00:00,,,,,,DE,,,,,,24827,,,
MO00446,,,,,,,,2023-04-30T08:00:00,,,,,,UK,,,,,,16060,,,
MO00447,,,,,,,,2023-11-30T08:00:00,,,,,,PT,,,,,,67121,,,
MO00448,,,,,,,,2023-10-02T08:00:00,,,,,,FR,,,,,,25625,,,
MO00449,,,,,,,,2024-01-02T08:00:00,,,,,,ES,,,,,,78446,,,
MO00450,,,,,,,,2023-04-30T08:00:00,,,,,,PT,,,,,,33291,,,
MO00451,,,,,,,,2023-07-25T08:00:00,,,,,,UK,,,,,,33440,,,
MO00452,,,,,,,,2024-01-25T08:00:00,,,,,,PT,,,,,,68252,,,
MO00453,,,,,,,,2023-08-23T08:00:00,,,,,,IT,,,,,,8440,,,
MO00454,,,,,,,,2024-10-29T08:00:00,,,,,,DE,,,,,,8774,,,
MO00455,,,,,,,,2024-08-01T08:00:00,,,,,,IT,,,,,,20371,,,
MO00456,,,,,,,,2024-07-31T08:00:00,,,,,,ES,,,,,,40089,,,
MO00457,,,,,,,,2023-09-22T08:00:00,,,,,,DE,,,,,,45442,,,
MO00458,,,,,,,,2024-11-14T08:00:00,,,,,,IT,,,,,,24026,,,
MO00459,,,,,,,,2023-10-31T08:00:00,,,,,,IT,,,,,,90556,,,
MO00460,,,,,,,,2024-08-27T08:00:00,,,,,,PT,,,,,,18907,,,
MO00461,,,,,,,,2023-05-29T08:00:00,,,,,,IT,,,,,,29843,,,
MO00462,,,,,,,,2023-12-18T08:00:00,,,,,,IT,,,,,,77551,,,
MO00463,,,,,,,,2024-06-04T08:00:00,,,,,,FR,,,,,,82656,,,
MO00464,,,,,,,,2023-07-16T08:00:00,,,,,,IT,,,,,,43095,,,
MO00465,,,,,,,,2024-12-01T08:00:00,,,,,,PT,,,,,,38180,,,
MO00466,,,,,,,,2023-12-21T08:00:00,,,,,,IT,,,,,,77082,,,
MO00467,,,,,,,,2023-07-06T08:00:00,,,,,,ES,,,,,,82429,,,
MO00468,,,,,,,,2024-06-13T08:00:00,,,,,,IT,,,,,,13621,,,
MO00469,,,,,,,,2024-01-26T08:00:00,,,,,,UK,,,,,,92216,,,
MO00470,,,,,,,,2024-03-14T08:00:00,,,,,,UK,,,,,,75762,,,
MO00471,,,,,,,,2024-05-06T08:00:00,,,,,,PT,,,,,,24484,,,
MO00472,,,,,,,,2023-11-17T08:00:00,,,,,,UK,,,,,,98270,,,
MO00473,,,,,,,,2024-10-18T08:00:00,,,,,,FR,,,,,,91182,,,
MO00474,,,,,,,,2023-03-26T08:00:00,,,,,,ES,,,,,,89378,,,
MO00475,,,,,,,,2023-06-02T08:00:00,,,,,,FR,,,,,,86257,,,
MO00476,,,,,,,,2023-03-14T08:00:00,,,,,,IT,,,,,,20924,,,
MO00477,,,,,,,,2023-04-24T08:00:00,,,,,,FR,,,,,,72093,,,
MO00478,,,,,,,,2023-05-14T08:00:00,,,,,,ES,,,,,,18907,,,
MO00479,,,,,,,,2023-12-04T08:00:00,,,,,,IT,,,,,,9399,,,
MO00480,,,,,,,,2024-06-22T08:00:00,,,,,,ES,,,,,,42972,,,
MO00481,,,,,,,,2024-12-04T08:00:00,,,,,,PT,,,,,,90962,,,
MO00482,,,,,,,,2024-06-01T08:00:00,,,,,,IT,,,,,,35169,,,
MO00483,,,,,,,,2023-03-22T08:00:00,,,,,,DE,,,,,,71903,,,
MO00484,,,,,,,,2023-05-31T08:00:00,,,,,,DE,,,,,,22783,,,
MO00485,,,,,,,,2024-05-19T08:00:00,,,,,,UK,,,,,,95037,,,
MO00486,,,,,,,,2023-06-11T08:00:00,,,,,,UK,,,,,,5490,,,
MO00487,,,,,,,,2023-10-05T08:00:00,,,,,,ES,,,,,,70480,,,
MO00488,,,,,,,,2023-03-29T08:00:00,,,,,,PT,,,,,,68312,,,
MO00489,,,,,,,,2024-04-01T08:00:00,,,,,,UK,,,,,,15468,,,
MO00490,,,,,,,,2023-06-07T08:00:00,,,,,,UK,,,,,,34817,,,
MO00491,,,,,,,,2024-09-14T08:00:00,,,,,,IT,,,,,,21998,,,
MO00492,,,,,,,,2023-04-07T08:00:00,,,,,,DE,,,,,,72430,,,
MO00493,,,,,,,,2024-06-04T08:00:00,,,,,,ES,,,,,,64174,,,
MO00494,,,,,,,,2024-03-11T08:00:00,,,,,,ES,,,,,,81260,,,
MO00495,,,,,,,,2024-04-19T08:00:00,,,,,,UK,,,,,,69981,,,
MO00496,,,,,,,,2023-04-08T08:00:00,,,,,,IT,,,,,,38579,,,
MO00497,,,,,,,,2024-02-28T08:00:00,,,,,,UK,,,,,,57744,,,
MO00498,,,,,,,,2023-10-30T08:00:00,,,,,,ES,,,,,,58099,,,
MO00499,,,,,,,,2024-08-15T08:00:00,,,,,,PT,,,,,,49339,,,
MO00500,,,,,,,,2024-08-06T08:00:00,,,,,,UK,,,,,,73624,,,
MO00501,,,,,,,,2024-11-07T08:00:00,,,,,,UK,,,,,,42613,,,
MO00502,,,,,,,,2024-12-12T08:00:00,,,,,,DE,,,,,,39836,,,
MO00503,,,,,,,,2024-01-15T08:00:00,,,,,,FR,,,,,,42601,,,
MO00504,,,,,,,,2024-10-23T08:00:00,,,,,,ES,,,,,,40725,,,
MO00505,,,,,,,,2024-07-07T08:00:00,,,,,,UK,,,,,,71464,,,
MO00506,,,,,,,,2024-01-28T08:00:00,,,,,,IT,,,,,,43196,,,
MO00507,,,,,,,,2024-04-08T08:00:00,,,,,,FR,,,,,,70807,,,
MO00508,,,,,,,,2023-12-20T08:00:00,,,,,,PT,,,,,,43392,,,
MO00509,,,,,,,,2024-04-01T08:00:00,,,,,,ES,,,,,,27562,,,
MO00510,,,,,,,,2024-06-19T08:00:00,,,,,,DE,,,,,,28266,,,
MO00511,,,,,,,,2024-04-30T08:00:00,,,,,,IT,,,,,,60258,,,
MO00512,,,,,,,,2024-01-17T08:00:00,,,,,,FR,,,,,,19232,,,
MO00513,,,,,,,,2023-12-20T08:00:00,,,,,,DE,,,,,,27537,,,
MO00514,,,,,,,,2024-05-22T08:00:00,,,,,,DE,,,,,,17035,,,
MO00515,,,,,,,,2023-08-05T08:00:00,,,,,,PT,,,,,,32893,,,
MO00516,,,,,,,,2023-07-04T08:00:00,,,,,,ES,,,,,,15308,,,
MO00517,,,,,,,,2023-05-22T08:00:00,,,,,,IT,,,,,,75631,,,
MO00518,,,,,,,,2024-07-13T08:00:00,,,,,,PT,,,,,,59048,,,
MO00519,,,,,,,,2024-03-06T08:00:00,,,,,,DE,,,,,,8130,,,
MO00520,,,,,,,,2023-12-30T08:00:00,,,,,,FR,,,,,,44088,,,
MO00521,,,,,,,,2024-01-15T08:00:00,,,,,,PT,,,,,,93542,,,
MO00522,,,,,,,,2024-09-26T08:00:00,,,,,,IT,,,,,,95201,,,
MO00523,,,,,,,,2023-04-05T08:00:00,,,,,,IT,,,,,,68547,,,
MO00524,,,,,,,,2024-02-11T08:00:00,,,,,,ES,,,,,,42871,,,
MO00525,,,,,,,,2024-06-30T08:00:00,,,,,,UK,,,,,,54357,,,
MO00526,,,,,,,,2023-08-06T08:00:00,,,,,,UK,,,,,,77689,,,
MO00527,,,,,,,,2023-09-29T08:00:00,,,,,,IT,,,,,,96588,,,
MO00528,,,,,,,,2023-12-08T08:00:00,,,,,,DE,,,,,,28144,,,
MO00529,,,,,,,,2024-02-03T08:00:00,,,,,,FR,,,,,,32001,,,
MO00530,,,,,,,,2024-07-27T08:00:00,,,,,,PT,,,,,,29223,,,
MO00531,,,,,,,,2024-05-30T08:00:00,,,,,,PT,,,,,,88709,,,
MO00532,,,,,,,,2024-01-05T08:00:00,,,,,,ES,,,,,,7155,,,
MO00533,,,,,,,,2023-04-25T08:00:00,,,,,,FR,,,,,,50774,,,
MO00534,,,,,,,,2023-08-05T08:00:00,,,,,,FR,,,,,,56686,,,
MO00535,,,,,,,,2024-01-01T08:00:00,,,,,,IT,,,,,,28056,,,
MO00536,,,,,,,,2023-05-31T08:00:00,,,,,,PT,,,,,,57820,,,
MO00537,,,,,,,,2023-05-11T08:00:00,,,,,,PT,,,,,,29103,,,
MO00538,,,,,,,,2023-10-21T08:00:00,,,,,,ES,,,,,,87191,,,
MO00539,,,,,,,,2024-08-14T08:00:00,,,,,,ES,,,,,,97948,,,
MO00540,,,,,,,,2024-05-23T08:00:00,,,,,,DE,,,,,,70729,,,
MO00541,,,,,,,,2024-03-28T08:00:00,,,,,,DE,,,,,,25310,,,
MO00542,,,,,,,,2024-11-08T08:00:00,,,,,,ES,,,,,,50477,,,
MO00543,,,,,,,,2023-05-30T08:00:00,,,,,,DE,,,,,,66297,,,
MO00544,,,,,,,,2024-02-19T08:00:00,,,,,,FR,,,,,,13989,,,
MO00545,,,,,,,,2024-02-18T08:00:00,,,,,,FR,,,,,,66892,,,
MO00546,,,,,,,,2023-08-15T08:00:00,,,,,,IT,,,,,,87657,,,
MO00547,,,,,,,,2023-08-07T08:00:00,,,,,,FR,,,,,,97944,,,
MO00548,,,,,,,,2024-04-05T08:00:00,,,,,,ES,,,,,,8215,,,
MO00549,,,,,,,,2024-11-21T08:00:00,,,,,,ES,,,,,,19805,,,
MO00550,,,,,,,,2023-09-16T08:00:00,,,,,,UK,,,,,,85272,,,
MO00551,,,,,,,,2024-10-16T08:00:00,,,,,,IT,,,,,,77574,,,
MO00552,,,,,,,,2024-10-20T08:00:00,,,,,,DE,,,,,,25376,,,
MO00553,,,,,,,,2024-05-25T08:00:00,,,,,,UK,,,,,,92520,,,
MO00554,,,,,,,,2023-02-10T08:00:00,,,,,,DE,,,,,,75728,,,
MO00555,,,,,,,,2023-08-17T08:00:00,,,,,,FR,,,,,,99153,,,
MO00556,,,,,,,,2024-02-02T08:00:00,,,,,,FR,,,,,,88230,,,
MO00557,,,,,,,,2023-12-23T08:00:00,,,,,,FR,,,,,,36441,,,
MO00558,,,,,,,,2023-10-17T08:00:00,,,,,,PT,,,,,,87573,,,
MO00559,,,,,,,,2024-10-03T08:00:00,,,,,,UK,,,,,,53976,,,
MO00560,,,,,,,,2024-08-24T08:00:00,,,,,,IT,,,,,,35877,,,
MO00561,,,,,,,,2024-12-01T08:00:00,,,,,,FR,,,,,,92295,,,
MO00562,,,,,,,,2024-03-06T08:00:00,,,,,,PT,,,,,,45372,,,
MO00563,,,,,,,,2023-11-22T08:00:00,,,,,,ES,,,,,,64032,,,
MO00564,,,,,,,,2024-03-08T08:00:00,,,,,,PT,,,,,,14276,,,
MO00565,,,,,,,,2024-07-18T08:00:00,,,,,,UK,,,,,,85060,,,
MO00566,,,,,,,,2023-12-31T08:00:00,,,,,,ES,,,,,,46524,,,
MO00567,,,,,,,,2023-05-15T08:00:00,,,,,,DE,,,,,,62099,,,
MO00568,,,,,,,,2024-04-13T08:00:00,,,,,,FR,,,,,,84747,,,
MO00569,,,,,,,,2024-12-18T08:00:00,,,,,,UK,,,,,,11732,,,
MO00570,,,,,,,,2024-11-22T08:00:00,,,,,,DE,,,,,,66927,,,
MO00571,,,,,,,,2024-11-09T08:00:00,,,,,,DE,,,,,,20262,,,
MO00572,,,,,,,,2023-08-08T08:00:00,,,,,,ES,,,,,,43049,,,
MO00573,,,,,,,,2023-12-25T08:00:00,,,,,,DE,,,,,,22971,,,
MO00574,,,,,,,,2024-03-08T08:00:00,,,,,,PT,,,,,,39049,,,
MO00575,,,,,,,,2024-09-28T08:00:00,,,,,,DE,,,,,,72879,,,
MO00576,,,,,,,,2023-08-23T08:00:00,,,,,,PT,,,,,,32417,,,
MO00577,,,,,,,,2024-06-02T08:00:00,,,,,,FR,,,,,,49409,,,
MO00578,,,,,,,,2024-04-18T08:00:00,,,,,,ES,,,,,,63693,,,
MO00579,,,,,,,,2024-02-03T08:00:00,,,,,,PT,,,,,,98430,,,
MO00580,,,,,,,,2023-11-04T08:00:00,,,,,,FR,,,,,,71556,,,
MO00581,,,,,,,,2023-11-03T08:00:00,,,,,,PT,,,,,,85705,,,
MO00582,,,,,,,,2023-11-03T08:00:00,,,,,,ES,,,,,,73585,,,
MO00583,,,,,,,,2024-05-20T08:00:00,,,,,,UK,,,,,,64273,,,
MO00584,,,,,,,,2024-10-21T08:00:00,,,,,,FR,,,,,,66454,,,
MO00585,,,,,,,,2024-07-07T08:00:00,,,,,,IT,,,,,,25200,,,
MO00586,,,,,,,,2023-06-22T08:00:00,,,,,,ES,,,,,,86380,,,
MO00587,,,,,,,,2023-04-16T08:00:00,,,,,,IT,,,,,,64904,,,
MO00588,,,,,,,,2023-02-24T08:00:00,,,,,,DE,,,,,,5056,,,
MO00589,,,,,,,,2024-02-20T08:00:00,,,,,,UK,,,,,,42344,,,
MO00590,,,,,,,,2024-07-24T08:00:00,,,,,,DE,,,,,,11886,,,
MO00591,,,,,,,,2024-08-07T08:00:00,,,,,,IT,,,,,,83842,,,
MO00592,,,,,,,,2023-09-29T08:00:00,,,,,,ES,,,,,,67180,,,
MO00593,,,,,,,,2024-07-05T08:00:00,,,,,,IT,,,,,,19406,,,
MO00594,,,,,,,,2024-05-05T08:00:00,,,,,,PT,,,,,,49182,,,
MO00595,,,,,,,,2023-07-02T08:00:00,,,,,,UK,,,,,,50031,,,
MO00596,,,,,,,,2023-07-15T08:00:00,,,,,,DE,,,,,,52644,,,
MO00597,,,,,,,,2023-11-26T08:00:00,,,,,,ES,,,,,,56188,,,
MO00598,,,,,,,,2023-03-07T08:00:00,,,,,,FR,,,,,,90020,,,
MO00599,,,,,,,,2023-05-24T08:00:00,,,,,,UK,,,,,,17225,,,
MO00600,,,,,,,,2023-03-23T08:00:00,,,,,,UK,,,,,,72805,,,
MO00601,,,,,,,,2024-12-01T08:00:00,,,,,,PT,,,,,,27132,,,
MO00602,,,,,,,,2023-10-16T08:00:00,,,,,,PT,,,,,,47729,,,
MO00603,,,,,,,,2024-11-25T08:00:00,,,,,,UK,,,,,,78658,,,
MO00604,,,,,,,,2023-04-26T08:00:00,,,,,,DE,,,,,,22512,,,
MO00605,,,,,,,,2024-11-27T08:00:00,,,,,,UK,,,,,,15712,,,
MO00606,,,,,,,,2024-02-08T08:00:00,,,,,,FR,,,,,,19745,,,
MO00607,,,,,,,,2024-04-07T08:00:00,,,,,,PT,,,,,,45785,,,
MO00608,,,,,,,,2023-10-11T08:00:00,,,,,,FR,,,,,,29675,,,
MO00609,,,,,,,,2024-05-29T08:00:00,,,,,,PT,,,,,,19062,,,
MO00610,,,,,,,,2024-08-01T08:00:00,,,,,,PT,,,,,,92855,,,
MO00611,,,,,,,,2024-04-23T08:00:00,,,,,,DE,,,,,,24334,,,
MO00612,,,,,,,,2023-03-18T08:00:00,,,,,,IT,,,,,,82732,,,
MO00613,,,,,,,,2024-05-23T08:00:00,,,,,,ES,,,,,,66203,,,
MO00614,,,,,,,,2024-10-28T08:00:00,,,,,,ES,,,,,,54208,,,
MO00615,,,,,,,,2024-01-03T08:00:00,,,,,,UK,,,,,,11794,,,
MO00616,,,,,,,,2024-05-23T08:00:00,,,,,,FR,,,,,,30768,,,
MO00617,,,,,,,,2023-06-06T08:00:00,,,,,,ES,,,,,,94844,,,
MO00618,,,,,,,,2023-09-29T08:00:00,,,,,,PT,,,,,,88071,,,
MO00619,,,,,,,,2024-10-09T08:00:00,,,,,,IT,,,,,,34794,,,
MO00620,,,,,,,,2024-07-19T08:00:00,,,,,,UK,,,,,,84998,,,
MO00621,,,,,,,,2024-01-13T08:00:00,,,,,,UK,,,,,,58286,,,
MO00622,,,,,,,,2024-11-16T08:00:00,,,,,,ES,,,,,,39035,,,
MO00623,,,,,,,,2023-10-14T08:00:00,,,,,,FR,,,,,,58474,,,
MO00624,,,,,,,,2024-09-04T08:00:00,,,,,,IT,,,,,,29096,,,
MO00625,,,,,,,,2024-09-07T08:00:00,,,,,,IT,,,,,,98460,,,
MO00626,,,,,,,,2023-12-16T08:00:00,,,,,,ES,,,,,,50198,,,
MO00627,,,,,,,,2023-08-03T08:00:00,,,,,,UK,,,,,,49645,,,
MO00628,,,,,,,,2023-03-13T08:00:00,,,,,,ES,,,,,,82209,,,
MO00629,,,,,,,,2024-03-11T08:00:00,,,,,,PT,,,,,,26803,,,
MO00630,,,,,,,,2023-08-10T08:00:00,,,,,,IT,,,,,,21292,,,
MO00631,,,,,,,,2023-11-08T08:00:00,,,,,,DE,,,,,,75392,,,
MO00632,,,,,,,,2024-06-20T08:00:00,,,,,,ES,,,,,,43681,,,
MO00633,,,,,,,,2024-07-03T08:00:00,,,,,,IT,,,,,,12637,,,
MO00634,,,,,,,,2023-02-27T08:00:00,,,,,,UK,,,,,,37433,,,
MO00635,,,,,,,,2024-01-03T08:00:00,,,,,,IT,,,,,,37364,,,
MO00636,,,,,,,,2023-03-21T08:00:00,,,,,,DE,,,,,,60089,,,
MO00637,,,,,,,,2024-09-17T08:00:00,,,,,,ES,,,,,,68938,,,
MO00638,,,,,,,,2023-10-18T08:00:00,,,,,,IT,,,,,,97424,,,
MO00639,,,,,,,,2024-05-27T08:00:00,,,,,,ES,,,,,,88149,,,
MO00640,,,,,,,,2024-01-24T08:00:00,,,,,,IT,,,,,,72643,,,
MO00641,,,,,,,,2023-10-22T08:00:00,,,,,,IT,,,,,,40359,,,
MO00642,,,,,,,,2023-07-05T08:00:00,,,,,,PT,,,,,,95554,,,
MO00643,,,,,,,,2024-09-12T08:00:00,,,,,,DE,,,,,,49538,,,
